forms_number,level1_category,level1_confidence,level1_threshold_met,level1_classification_type,level1_best_match,level1_best_match_score,level1_all_scores
8714,Nova_Classe_8,0.4478340148925781,false,new_class,Atendimento,0.4478340148925781,"{""Administra\u00e7\u00e3o e RH"": 0.40697622299194336, ""Atendimento"": 0.4478340148925781, ""Auditoria, Compliance e Jur\u00eddico"": 0.3874019384384155, ""Dados, TI e BI"": 0.4271242618560791, ""Financeiro e Cont\u00e1bil"": 0.36556458473205566, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3991818428039551, ""Outras Atividades"": 0.3470320999622345}"
14485,Atendimento,0.512154221534729,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3746350407600403, ""Atendimento"": 0.512154221534729, ""Auditoria, Compliance e Jur\u00eddico"": 0.42911553382873535, ""Dados, TI e BI"": 0.4274742305278778, ""Financeiro e Cont\u00e1bil"": 0.3584141731262207, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3319547176361084, ""Outras Atividades"": 0.3516778349876404}"
14486,Atendimento,0.5141234993934631,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.35094767808914185, ""Atendimento"": 0.5141234993934631, ""Auditoria, Compliance e Jur\u00eddico"": 0.35940462350845337, ""Dados, TI e BI"": 0.40499675273895264, ""Financeiro e Cont\u00e1bil"": 0.3245459496974945, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.32174569368362427, ""Outras Atividades"": 0.34259694814682007}"
14487,"Dados, TI e BI",0.48369455337524414,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.43036848306655884, ""Atendimento"": 0.44900083541870117, ""Auditoria, Compliance e Jur\u00eddico"": 0.44947803020477295, ""Dados, TI e BI"": 0.48369455337524414, ""Financeiro e Cont\u00e1bil"": 0.37035417556762695, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.40985187888145447, ""Outras Atividades"": 0.37974172830581665}"
14488,"Dados, TI e BI",0.5155781507492065,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4324851632118225, ""Atendimento"": 0.5025486350059509, ""Auditoria, Compliance e Jur\u00eddico"": 0.43577560782432556, ""Dados, TI e BI"": 0.5155781507492065, ""Financeiro e Cont\u00e1bil"": 0.35053831338882446, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3573928475379944, ""Outras Atividades"": 0.3673016130924225}"
14489,"Dados, TI e BI",0.47360318899154663,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.410667359828949, ""Atendimento"": 0.3956221342086792, ""Auditoria, Compliance e Jur\u00eddico"": 0.4246991276741028, ""Dados, TI e BI"": 0.47360318899154663, ""Financeiro e Cont\u00e1bil"": 0.36020803451538086, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37838876247406006, ""Outras Atividades"": 0.36391714215278625}"
14490,Nova_Classe_8,0.45024770498275757,false,new_class,"Auditoria, Compliance e Jurídico",0.45024770498275757,"{""Administra\u00e7\u00e3o e RH"": 0.4418886601924896, ""Atendimento"": 0.4159257411956787, ""Auditoria, Compliance e Jur\u00eddico"": 0.45024770498275757, ""Dados, TI e BI"": 0.4291849434375763, ""Financeiro e Cont\u00e1bil"": 0.3976445198059082, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.370735764503479, ""Outras Atividades"": 0.317240446805954}"
14491,Nova_Classe_8,0.37761789560317993,false,new_class,Administração e RH,0.37761789560317993,"{""Administra\u00e7\u00e3o e RH"": 0.37761789560317993, ""Atendimento"": 0.37401342391967773, ""Auditoria, Compliance e Jur\u00eddico"": 0.35106030106544495, ""Dados, TI e BI"": 0.3406951427459717, ""Financeiro e Cont\u00e1bil"": 0.2990075945854187, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.34085410833358765, ""Outras Atividades"": 0.3664426803588867}"
14492,Atendimento,0.5508153438568115,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.39235854148864746, ""Atendimento"": 0.5508153438568115, ""Auditoria, Compliance e Jur\u00eddico"": 0.42623621225357056, ""Dados, TI e BI"": 0.4271438717842102, ""Financeiro e Cont\u00e1bil"": 0.3444805145263672, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.33409836888313293, ""Outras Atividades"": 0.3585120439529419}"
14493,Administração e RH,0.47802025079727173,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.47802025079727173, ""Atendimento"": 0.46204856038093567, ""Auditoria, Compliance e Jur\u00eddico"": 0.44757622480392456, ""Dados, TI e BI"": 0.4740765690803528, ""Financeiro e Cont\u00e1bil"": 0.338266521692276, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3825826942920685, ""Outras Atividades"": 0.394234299659729}"
14495,Atendimento,0.4896678328514099,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.42877626419067383, ""Atendimento"": 0.4896678328514099, ""Auditoria, Compliance e Jur\u00eddico"": 0.42858782410621643, ""Dados, TI e BI"": 0.42707881331443787, ""Financeiro e Cont\u00e1bil"": 0.3505403399467468, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.32425743341445923, ""Outras Atividades"": 0.3079444169998169}"
14496,Atendimento,0.5461958646774292,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4147568643093109, ""Atendimento"": 0.5461958646774292, ""Auditoria, Compliance e Jur\u00eddico"": 0.39551427960395813, ""Dados, TI e BI"": 0.37667810916900635, ""Financeiro e Cont\u00e1bil"": 0.3347660303115845, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.31824520230293274, ""Outras Atividades"": 0.3379754424095154}"
14497,Atendimento,0.5197550058364868,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3919336795806885, ""Atendimento"": 0.5197550058364868, ""Auditoria, Compliance e Jur\u00eddico"": 0.38113319873809814, ""Dados, TI e BI"": 0.479850709438324, ""Financeiro e Cont\u00e1bil"": 0.29878997802734375, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3397318720817566, ""Outras Atividades"": 0.3297097086906433}"
14498,Atendimento,0.556753396987915,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.40910497307777405, ""Atendimento"": 0.556753396987915, ""Auditoria, Compliance e Jur\u00eddico"": 0.45321163535118103, ""Dados, TI e BI"": 0.40737172961235046, ""Financeiro e Cont\u00e1bil"": 0.3414613604545593, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.30695560574531555, ""Outras Atividades"": 0.3494713306427002}"
14519,"Dados, TI e BI",0.4872361719608307,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.43213266134262085, ""Atendimento"": 0.46420562267303467, ""Auditoria, Compliance e Jur\u00eddico"": 0.4396331310272217, ""Dados, TI e BI"": 0.4872361719608307, ""Financeiro e Cont\u00e1bil"": 0.34512418508529663, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.411810040473938, ""Outras Atividades"": 0.3934895992279053}"
14515,Atendimento,0.5529833436012268,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4305270314216614, ""Atendimento"": 0.5529833436012268, ""Auditoria, Compliance e Jur\u00eddico"": 0.44242891669273376, ""Dados, TI e BI"": 0.4442935585975647, ""Financeiro e Cont\u00e1bil"": 0.34915128350257874, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3729281425476074, ""Outras Atividades"": 0.34856754541397095}"
14517,Atendimento,0.5814201831817627,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.44209644198417664, ""Atendimento"": 0.5814201831817627, ""Auditoria, Compliance e Jur\u00eddico"": 0.45571863651275635, ""Dados, TI e BI"": 0.42962488532066345, ""Financeiro e Cont\u00e1bil"": 0.34972646832466125, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39429643750190735, ""Outras Atividades"": 0.39195847511291504}"
14521,"Dados, TI e BI",0.4987432658672333,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.42147696018218994, ""Atendimento"": 0.4871256351470947, ""Auditoria, Compliance e Jur\u00eddico"": 0.4483984708786011, ""Dados, TI e BI"": 0.4987432658672333, ""Financeiro e Cont\u00e1bil"": 0.3533882200717926, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.41416415572166443, ""Outras Atividades"": 0.39434814453125}"
14522,Nova_Classe_8,0.44562065601348877,false,new_class,"Auditoria, Compliance e Jurídico",0.44562065601348877,"{""Administra\u00e7\u00e3o e RH"": 0.4029998183250427, ""Atendimento"": 0.43362534046173096, ""Auditoria, Compliance e Jur\u00eddico"": 0.44562065601348877, ""Dados, TI e BI"": 0.42007559537887573, ""Financeiro e Cont\u00e1bil"": 0.33699607849121094, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39433467388153076, ""Outras Atividades"": 0.388286292552948}"
14516,"Dados, TI e BI",0.4785604774951935,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.42810067534446716, ""Atendimento"": 0.4379650354385376, ""Auditoria, Compliance e Jur\u00eddico"": 0.45579254627227783, ""Dados, TI e BI"": 0.4785604774951935, ""Financeiro e Cont\u00e1bil"": 0.3873734772205353, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.41122502088546753, ""Outras Atividades"": 0.3905799388885498}"
14524,Atendimento,0.5119239687919617,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4190875291824341, ""Atendimento"": 0.5119239687919617, ""Auditoria, Compliance e Jur\u00eddico"": 0.39319247007369995, ""Dados, TI e BI"": 0.44833943247795105, ""Financeiro e Cont\u00e1bil"": 0.342052161693573, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.365970253944397, ""Outras Atividades"": 0.3434971570968628}"
14514,"Dados, TI e BI",0.5034433603286743,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4419299364089966, ""Atendimento"": 0.4980314373970032, ""Auditoria, Compliance e Jur\u00eddico"": 0.44532155990600586, ""Dados, TI e BI"": 0.5034433603286743, ""Financeiro e Cont\u00e1bil"": 0.35426056385040283, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.43094751238822937, ""Outras Atividades"": 0.4076961278915405}"
14520,Atendimento,0.542533278465271,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4784320592880249, ""Atendimento"": 0.542533278465271, ""Auditoria, Compliance e Jur\u00eddico"": 0.4490673840045929, ""Dados, TI e BI"": 0.469066858291626, ""Financeiro e Cont\u00e1bil"": 0.3698531985282898, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.41394364833831787, ""Outras Atividades"": 0.38940876722335815}"
14523,Atendimento,0.578683614730835,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.369356244802475, ""Atendimento"": 0.578683614730835, ""Auditoria, Compliance e Jur\u00eddico"": 0.36447572708129883, ""Dados, TI e BI"": 0.36475706100463867, ""Financeiro e Cont\u00e1bil"": 0.28128376603126526, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3043968081474304, ""Outras Atividades"": 0.35644298791885376}"
14525,Atendimento,0.5008505582809448,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.44178134202957153, ""Atendimento"": 0.5008505582809448, ""Auditoria, Compliance e Jur\u00eddico"": 0.3890528678894043, ""Dados, TI e BI"": 0.446652889251709, ""Financeiro e Cont\u00e1bil"": 0.3361421823501587, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37171268463134766, ""Outras Atividades"": 0.3660930097103119}"
14518,Atendimento,0.5752232074737549,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.39801523089408875, ""Atendimento"": 0.5752232074737549, ""Auditoria, Compliance e Jur\u00eddico"": 0.42391473054885864, ""Dados, TI e BI"": 0.42516520619392395, ""Financeiro e Cont\u00e1bil"": 0.3439491391181946, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3369191884994507, ""Outras Atividades"": 0.33662113547325134}"
14513,Atendimento,0.5260182619094849,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4283618927001953, ""Atendimento"": 0.5260182619094849, ""Auditoria, Compliance e Jur\u00eddico"": 0.41598522663116455, ""Dados, TI e BI"": 0.47769689559936523, ""Financeiro e Cont\u00e1bil"": 0.36160847544670105, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3526449203491211, ""Outras Atividades"": 0.3348529040813446}"
14529,Atendimento,0.4822157323360443,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4292445778846741, ""Atendimento"": 0.4822157323360443, ""Auditoria, Compliance e Jur\u00eddico"": 0.428851455450058, ""Dados, TI e BI"": 0.4451906085014343, ""Financeiro e Cont\u00e1bil"": 0.3357735872268677, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39576852321624756, ""Outras Atividades"": 0.37032902240753174}"
14536,Atendimento,0.49524617195129395,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.39379048347473145, ""Atendimento"": 0.49524617195129395, ""Auditoria, Compliance e Jur\u00eddico"": 0.4161275625228882, ""Dados, TI e BI"": 0.4486923813819885, ""Financeiro e Cont\u00e1bil"": 0.32603758573532104, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36166825890541077, ""Outras Atividades"": 0.3412097692489624}"
14537,Atendimento,0.5290518403053284,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4326035976409912, ""Atendimento"": 0.5290518403053284, ""Auditoria, Compliance e Jur\u00eddico"": 0.4727620780467987, ""Dados, TI e BI"": 0.4514145255088806, ""Financeiro e Cont\u00e1bil"": 0.326787531375885, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39616328477859497, ""Outras Atividades"": 0.3708145022392273}"
14538,Atendimento,0.48727118968963623,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.46238061785697937, ""Atendimento"": 0.48727118968963623, ""Auditoria, Compliance e Jur\u00eddico"": 0.3972792625427246, ""Dados, TI e BI"": 0.46641668677330017, ""Financeiro e Cont\u00e1bil"": 0.34318310022354126, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3889088034629822, ""Outras Atividades"": 0.33151331543922424}"
15375,Atendimento,0.5580859780311584,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.44061800837516785, ""Atendimento"": 0.5580859780311584, ""Auditoria, Compliance e Jur\u00eddico"": 0.4218383729457855, ""Dados, TI e BI"": 0.4273050129413605, ""Financeiro e Cont\u00e1bil"": 0.3364422619342804, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37549954652786255, ""Outras Atividades"": 0.31912997364997864}"
15374,Atendimento,0.4981856346130371,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.41396060585975647, ""Atendimento"": 0.4981856346130371, ""Auditoria, Compliance e Jur\u00eddico"": 0.4687817692756653, ""Dados, TI e BI"": 0.43737128376960754, ""Financeiro e Cont\u00e1bil"": 0.3573812246322632, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.4058477282524109, ""Outras Atividades"": 0.4081465005874634}"
15377,Atendimento,0.5612937211990356,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4342500865459442, ""Atendimento"": 0.5612937211990356, ""Auditoria, Compliance e Jur\u00eddico"": 0.42463797330856323, ""Dados, TI e BI"": 0.44310811161994934, ""Financeiro e Cont\u00e1bil"": 0.3325950503349304, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3732633888721466, ""Outras Atividades"": 0.31049948930740356}"
15379,Nova_Classe_8,0.44134098291397095,false,new_class,"Dados, TI e BI",0.44134098291397095,"{""Administra\u00e7\u00e3o e RH"": 0.373830109834671, ""Atendimento"": 0.40236833691596985, ""Auditoria, Compliance e Jur\u00eddico"": 0.41901081800460815, ""Dados, TI e BI"": 0.44134098291397095, ""Financeiro e Cont\u00e1bil"": 0.3391406536102295, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3685573637485504, ""Outras Atividades"": 0.34029316902160645}"
15372,Atendimento,0.5359808206558228,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4358655512332916, ""Atendimento"": 0.5359808206558228, ""Auditoria, Compliance e Jur\u00eddico"": 0.4297347068786621, ""Dados, TI e BI"": 0.4145849347114563, ""Financeiro e Cont\u00e1bil"": 0.34411269426345825, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37343132495880127, ""Outras Atividades"": 0.3468306064605713}"
10024,Nova_Classe_8,0.44644173979759216,false,new_class,Atendimento,0.44644173979759216,"{""Administra\u00e7\u00e3o e RH"": 0.38898521661758423, ""Atendimento"": 0.44644173979759216, ""Auditoria, Compliance e Jur\u00eddico"": 0.40347886085510254, ""Dados, TI e BI"": 0.4002571403980255, ""Financeiro e Cont\u00e1bil"": 0.34437957406044006, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3678879737854004, ""Outras Atividades"": 0.3244476616382599}"
9187,"Dados, TI e BI",0.5402560830116272,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4436407685279846, ""Atendimento"": 0.47074952721595764, ""Auditoria, Compliance e Jur\u00eddico"": 0.4110575020313263, ""Dados, TI e BI"": 0.5402560830116272, ""Financeiro e Cont\u00e1bil"": 0.34598636627197266, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.4200253486633301, ""Outras Atividades"": 0.36532214283943176}"
10027,Nova_Classe_8,0.4546266794204712,false,new_class,"Dados, TI e BI",0.4546266794204712,"{""Administra\u00e7\u00e3o e RH"": 0.3805299699306488, ""Atendimento"": 0.4042045474052429, ""Auditoria, Compliance e Jur\u00eddico"": 0.3675680160522461, ""Dados, TI e BI"": 0.4546266794204712, ""Financeiro e Cont\u00e1bil"": 0.35702604055404663, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3856101632118225, ""Outras Atividades"": 0.35177361965179443}"
9903,"Dados, TI e BI",0.4869033396244049,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4021889865398407, ""Atendimento"": 0.4404679834842682, ""Auditoria, Compliance e Jur\u00eddico"": 0.3912721872329712, ""Dados, TI e BI"": 0.4869033396244049, ""Financeiro e Cont\u00e1bil"": 0.33881109952926636, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36341485381126404, ""Outras Atividades"": 0.38303709030151367}"
9207,"Auditoria, Compliance e Jurídico",0.49505430459976196,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4621856212615967, ""Atendimento"": 0.4197630286216736, ""Auditoria, Compliance e Jur\u00eddico"": 0.49505430459976196, ""Dados, TI e BI"": 0.4544123411178589, ""Financeiro e Cont\u00e1bil"": 0.3799438178539276, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.4019967317581177, ""Outras Atividades"": 0.3301764130592346}"
10028,"Dados, TI e BI",0.48487892746925354,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3817717134952545, ""Atendimento"": 0.386496365070343, ""Auditoria, Compliance e Jur\u00eddico"": 0.39895790815353394, ""Dados, TI e BI"": 0.48487892746925354, ""Financeiro e Cont\u00e1bil"": 0.31544768810272217, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36469024419784546, ""Outras Atividades"": 0.37041234970092773}"
10029,Nova_Classe_8,0.4393399953842163,false,new_class,"Dados, TI e BI",0.4393399953842163,"{""Administra\u00e7\u00e3o e RH"": 0.39353147149086, ""Atendimento"": 0.4214933514595032, ""Auditoria, Compliance e Jur\u00eddico"": 0.42035824060440063, ""Dados, TI e BI"": 0.4393399953842163, ""Financeiro e Cont\u00e1bil"": 0.35557791590690613, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36359256505966187, ""Outras Atividades"": 0.341494083404541}"
9213,"Dados, TI e BI",0.4769122004508972,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4067634344100952, ""Atendimento"": 0.43516623973846436, ""Auditoria, Compliance e Jur\u00eddico"": 0.4234137535095215, ""Dados, TI e BI"": 0.4769122004508972, ""Financeiro e Cont\u00e1bil"": 0.32643240690231323, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.38072341680526733, ""Outras Atividades"": 0.32851648330688477}"
9215,Nova_Classe_8,0.46305570006370544,false,new_class,"Auditoria, Compliance e Jurídico",0.46305570006370544,"{""Administra\u00e7\u00e3o e RH"": 0.4165390729904175, ""Atendimento"": 0.4319714307785034, ""Auditoria, Compliance e Jur\u00eddico"": 0.46305570006370544, ""Dados, TI e BI"": 0.45140260457992554, ""Financeiro e Cont\u00e1bil"": 0.3607020080089569, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3713842034339905, ""Outras Atividades"": 0.34093183279037476}"
10030,Nova_Classe_8,0.4503016471862793,false,new_class,Atendimento,0.4503016471862793,"{""Administra\u00e7\u00e3o e RH"": 0.3919033110141754, ""Atendimento"": 0.4503016471862793, ""Auditoria, Compliance e Jur\u00eddico"": 0.34922656416893005, ""Dados, TI e BI"": 0.399483859539032, ""Financeiro e Cont\u00e1bil"": 0.30790024995803833, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3566747307777405, ""Outras Atividades"": 0.3336285948753357}"
9229,Nova_Classe_8,0.4223819077014923,false,new_class,"Dados, TI e BI",0.4223819077014923,"{""Administra\u00e7\u00e3o e RH"": 0.40877363085746765, ""Atendimento"": 0.4031052589416504, ""Auditoria, Compliance e Jur\u00eddico"": 0.39737969636917114, ""Dados, TI e BI"": 0.4223819077014923, ""Financeiro e Cont\u00e1bil"": 0.34858500957489014, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.393567830324173, ""Outras Atividades"": 0.3012371361255646}"
10031,Atendimento,0.4834672212600708,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4271162748336792, ""Atendimento"": 0.4834672212600708, ""Auditoria, Compliance e Jur\u00eddico"": 0.42831870913505554, ""Dados, TI e BI"": 0.42191171646118164, ""Financeiro e Cont\u00e1bil"": 0.40369856357574463, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.41737842559814453, ""Outras Atividades"": 0.33927252888679504}"
